Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Non-Failure,Temperature difference [K],Power [W],Strain [minNm]
M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,1,10.699999999999989,6410.189418864,451.20000000000005
M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,1,10.699999999999989,6000.127802235,532.5
L,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,1,10.699999999999989,7226.91973206,972.0
M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,1,10.699999999999989,5720.8821035519995,776.0
H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,1,10.800000000000011,7996.892674648499,1281.1000000000001
M,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,1,10.699999999999989,6095.94637806,1078.0
L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,1,10.800000000000011,6181.313922336,1243.1000000000001
M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,1,10.699999999999989,5693.141840452499,1131.8999999999999
H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,1,10.800000000000011,6166.674100587,1357.2
L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,1,10.699999999999989,5869.6574594805,1512.8999999999999
L,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,1,10.800000000000011,6002.096533628999,1539.3999999999999
L,298.2,309.0,2449,13.8,45,0,0,0,0,0,0,1,10.800000000000011,3539.1297839310005,621.0
L,298.1,309.0,1787,27.6,47,0,0,0,0,0,0,1,10.899999999999977,5164.903980306,1297.2
H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,1,11.0,6640.541463937499,2180.5
L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0,1,10.899999999999977,5550.775333529999,1836.0
L,298.1,309.0,1557,36.0,56,0,0,0,0,0,0,1,10.899999999999977,5869.751707259999,2016.0
L,298.1,309.0,1497,40.5,58,0,0,0,0,0,0,1,10.899999999999977,6349.0016660175,2349.0
H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,1,10.899999999999977,6234.302118365999,2484.0
M,298.1,308.9,1417,39.2,65,0,0,0,0,0,0,1,10.799999999999955,5816.805399132,2548.0
M,298.0,308.9,1339,51.4,68,0,0,0,0,0,0,1,10.899999999999977,7207.295249972999,3495.2
L,298.0,308.8,1757,29.1,71,0,0,0,0,0,0,1,10.800000000000011,5354.184937468501,2066.1
L,298.0,308.8,1581,36.1,73,0,0,0,0,0,0,1,10.800000000000011,5976.785768845501,2635.3
M,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,1,10.699999999999989,7553.896695072,4080.0
M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,1,10.700000000000045,6083.505671166,3088.8
L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,1,10.700000000000045,5573.269136904,2397.6
M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0,1,10.699999999999989,7040.686119767999,3851.2
M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,1,10.700000000000045,6276.116716537499,3379.7999999999997
L,298.4,309.0,2304,15.1,89,0,0,0,0,0,0,1,10.600000000000023,3643.242164352,1343.8999999999999
L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,1,10.599999999999966,7899.1472553315,4977.7
L,298.4,308.9,1628,34.9,93,0,0,0,0,0,0,1,10.5,5949.883263786,3245.7
L,298.4,309.0,1474,52.7,95,0,0,0,0,0,0,1,10.600000000000023,8134.609624449,5006.5
M,298.4,309.0,1544,38.8,97,0,0,0,0,0,0,1,10.600000000000023,6273.467306736,3763.6
L,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,1,10.5,7050.194673521999,4840.0
L,298.3,308.9,1348,55.5,102,0,0,0,0,0,0,1,10.599999999999966,7834.50375057,5661.0
M,298.3,308.8,1349,52.1,104,0,0,0,0,0,0,1,10.5,7360.008068689501,5418.400000000001
L,298.4,308.9,1706,29.5,107,0,0,0,0,0,0,1,10.5,5270.231109885,3156.5
L,298.4,308.9,1638,32.4,109,0,0,0,0,0,0,1,10.5,5557.603061555999,3531.6
L,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,1,10.400000000000034,6122.524251879,4451.1
L,298.5,308.9,1781,27.8,113,0,0,0,0,0,0,1,10.399999999999977,5184.863565609,3141.4
L,298.5,308.8,1332,59.1,115,0,0,0,0,0,0,1,10.300000000000011,8243.664777306,6796.5
M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,1,10.300000000000011,5258.272113863999,3708.9
L,298.4,308.6,1491,42.0,120,0,0,0,0,0,0,1,10.200000000000045,6557.76049761,5040.0
H,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,1,10.100000000000023,6895.356043779,5746.2
L,298.3,308.4,1585,30.6,127,0,0,0,0,0,0,1,10.099999999999966,5079.012837255,3886.2000000000003
M,298.2,308.3,1476,43.5,129,0,0,0,0,0,0,1,10.100000000000023,6723.63658953,5611.5
L,298.2,308.3,1458,41.8,132,0,0,0,0,0,0,1,10.100000000000023,6382.082636621999,5517.599999999999
M,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,1,10.199999999999989,6309.260518995,5346.599999999999
L,298.2,308.4,1388,53.8,137,0,0,0,0,0,0,1,10.199999999999989,7819.884872772,7370.599999999999
L,298.2,308.3,2216,16.8,139,0,0,0,0,0,0,1,10.100000000000023,3898.590814944,2335.2000000000003
L,298.2,308.3,1402,51.0,141,0,0,0,0,0,0,1,10.100000000000023,7487.671922009999,7191.0
M,298.0,308.2,2090,19.0,143,0,0,0,0,0,0,1,10.199999999999989,4158.42147105,2717.0
L,298.0,308.2,1459,42.1,146,0,0,0,0,0,0,1,10.199999999999989,6432.2957591445,6146.6
M,298.0,308.1,1403,44.8,148,0,0,0,0,0,0,1,10.100000000000023,6582.097368671999,6630.4
L,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,1,10.099999999999966,6259.6547710515,5934.299999999999
L,298.2,308.2,1407,47.1,153,0,0,0,0,0,0,1,10.0,6939.746747923499,7206.3
M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,1,10.099999999999966,6114.188559380999,5471.5
L,298.2,308.4,1452,43.5,158,0,0,0,0,0,0,1,10.199999999999989,6614.30916531,6873.0
L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,1,10.099999999999966,5968.439604371999,5968.0
L,298.2,308.3,1230,59.6,162,0,0,0,0,0,0,1,10.100000000000023,7676.79579954,9655.2
L,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,1,10.0,6509.212419192,6953.599999999999
L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,1,10.0,7754.267474289,8316.6
L,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,1,10.100000000000023,3877.35364863,3024.0
L,298.3,308.4,1490,41.7,170,0,0,0,0,0,0,1,10.099999999999966,6506.552537415,7089.000000000001
L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,1,10.099999999999966,6744.538652628,7464.8
L,298.3,308.4,1593,37.0,174,0,0,0,0,0,0,1,10.099999999999966,6172.287079455,6438.0
L,298.3,308.3,1444,43.8,176,0,0,0,0,0,0,1,10.0,6623.231288436,7708.799999999999
M,298.3,308.4,1444,47.5,178,0,0,0,0,0,0,1,10.099999999999966,7182.72799545,8455.0
M,298.2,308.3,1560,33.0,181,0,0,0,0,0,0,1,10.100000000000023,5390.9729873999995,5973.0
H,298.1,308.3,1530,42.0,184,0,0,0,0,0,0,1,10.199999999999989,6729.2914562999995,7728.0
L,298.2,308.4,1310,61.0,189,1,0,0,0,1,0,0,10.199999999999989,8368.15562205,11529.0
M,298.2,308.3,1639,33.3,191,0,0,0,0,0,0,1,10.100000000000023,5715.4680922185,6360.299999999999
L,298.2,308.3,1400,48.7,194,0,0,0,0,0,0,1,10.100000000000023,7139.7928959,9447.800000000001
M,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,1,10.099999999999966,6878.1191721059995,8663.2
M,298.2,308.3,1448,43.3,199,0,0,0,0,0,0,1,10.100000000000023,6565.761086891999,8616.699999999999
L,298.2,308.3,1688,32.0,202,0,0,0,0,0,0,1,10.100000000000023,5656.54228608,6464.0
M,298.1,308.3,1453,41.5,204,0,0,0,0,0,0,1,10.199999999999989,6314.5488666225,8466.0
L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,1,10.199999999999989,5910.0583409595,7803.900000000001
L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,1,10.199999999999989,7009.626240435,10324.6
L,298.1,308.4,1592,38.2,211,0,0,0,0,0,0,1,10.299999999999955,6368.469068472,8060.200000000001
L,298.0,308.3,1544,34.7,213,0,0,0,0,0,0,1,10.300000000000011,5610.549369684,7391.1
M,298.0,308.2,1373,51.2,215,0,0,0,0,0,0,1,10.199999999999989,7361.547449088001,11008.0
L,298.0,308.2,1365,52.9,218,1,0,0,0,1,0,0,10.199999999999989,7561.656428917499,11532.199999999999
L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,1,10.100000000000023,4776.3832172805,0.0
L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,1,10.200000000000045,6541.298552124,81.6
L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,1,10.100000000000023,5768.6657277585,146.8
L,297.9,308.0,1490,46.2,6,0,0,0,0,0,0,1,10.100000000000023,7208.69849469,277.20000000000005
M,297.8,307.8,1543,43.7,8,0,0,0,0,0,0,1,10.0,7061.158831870501,349.6
L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,1,10.0,6388.470541677,420.20000000000005
H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,1,10.099999999999966,5612.978868,435.5
M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0,1,10.0,5452.359707781,577.8000000000001
L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,1,10.0,6051.7127535479995,835.8
L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,1,10.0,6213.02306415,977.5
L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,1,9.899999999999977,6256.848281617501,992.5000000000001
L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,1,10.0,7141.845403097999,1304.1
L,297.8,307.7,1393,38.0,29,0,0,0,0,0,0,1,9.899999999999977,5543.23551117,1102.0
L,297.7,307.7,1581,34.9,31,0,0,0,0,0,0,1,10.0,5778.111449659499,1081.8999999999999
L,297.8,307.8,1573,37.9,33,0,0,0,0,0,0,1,10.0,6243.0462179085,1250.7
M,297.8,307.9,1726,27.3,35,0,0,0,0,0,0,1,10.099999999999966,4934.373911649001,955.5
M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,1,10.0,6418.483223459999,1512.3999999999999
L,297.9,308.0,1296,62.9,41,0,0,0,0,0,0,1,10.100000000000023,8536.586875992,2578.9
M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0,1,10.099999999999966,4868.588961558,1109.4
L,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,1,10.099999999999966,7364.332994570999,2235.6
H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,1,10.0,5343.157947267,1473.6
L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,1,10.0,5614.120313329499,1817.8999999999999
L,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,1,9.900000000000034,8012.8414933349995,3272.5
L,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,1,9.800000000000011,5761.05260157,1972.2
L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,1,9.800000000000011,6827.769913902,2578.3
L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,1,9.900000000000034,4228.960698018,1335.8999999999999
H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,1,9.900000000000034,6168.559056177,2412.8999999999996
L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,1,9.900000000000034,4606.716270229499,1557.1999999999998
M,297.8,307.8,1310,57.9,70,0,0,0,0,0,0,1,10.0,7942.888696995,4053.0
L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,1,9.900000000000034,6704.0016354675,3423.7
M,297.9,307.8,1303,59.3,75,0,0,0,0,0,0,1,9.900000000000034,8091.475557364499,4447.5
L,297.9,307.8,1499,37.5,78,0,0,0,0,0,0,1,9.900000000000034,5886.5592279375,2925.0
L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,1,9.900000000000034,5804.427524091,3056.0
M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0,1,10.0,7610.864241791999,4460.8
L,297.9,307.9,1412,44.5,85,0,0,0,0,0,0,1,10.0,6579.96108567,3782.5
L,298.0,308.0,1433,39.2,87,0,0,0,0,0,0,1,10.0,5882.485629468,3410.4
L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,1,10.0,6510.804159468,3880.4
L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,1,10.0,6986.3993987759995,4113.2
H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,1,10.0,8613.304568505,5440.5
L,297.8,307.8,1383,56.5,98,0,0,0,0,0,0,1,10.0,8182.7492958225,5537.0
L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,1,9.900000000000034,5878.6005265574995,3729.9999999999995
L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,1,9.900000000000034,5910.7494913425,3457.7999999999997
L,297.9,307.8,1397,45.0,104,0,0,0,0,0,0,1,9.900000000000034,6583.207398075,4680.0
M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,1,9.900000000000034,6605.198546625,4611.0
L,298.0,307.8,1567,36.4,109,0,0,0,0,0,0,1,9.800000000000011,5973.089161493999,3967.6
M,298.0,308.0,1555,37.0,111,0,0,0,0,0,0,1,10.0,6025.051103925,4107.0
H,298.0,307.8,1588,35.4,114,0,0,0,0,0,0,1,9.800000000000011,5886.841971276,4035.6
L,298.0,307.8,1453,37.7,119,0,0,0,0,0,0,1,9.800000000000011,5736.3492113655,4486.3
L,298.0,307.8,1622,33.3,121,0,0,0,0,0,0,1,9.800000000000011,5656.186238913,4029.2999999999997
L,297.9,307.8,1538,38.5,123,0,0,0,0,0,0,1,9.900000000000034,6200.770852815,4735.5
M,297.9,307.7,1527,42.8,125,0,0,0,0,0,0,1,9.800000000000011,6844.022419878,5350.0
L,297.8,307.8,1761,28.9,128,0,0,0,0,0,0,1,10.0,5329.492019239499,3699.2
L,297.9,307.8,1373,50.2,130,0,0,0,0,0,0,1,9.900000000000034,7217.7672254730005,6526.0
H,298.0,307.9,1482,37.8,132,0,0,0,0,0,0,1,9.899999999999977,5866.358787198,4989.599999999999
M,298.0,307.9,1417,51.0,137,0,0,0,0,0,0,1,9.899999999999977,7567.782534585,6987.0
L,298.0,307.8,1414,51.7,140,0,0,0,0,0,0,1,9.800000000000011,7655.412025569,7238.0
H,297.9,307.8,1635,34.0,142,0,0,0,0,0,0,1,9.900000000000034,5821.37118045,4828.0
L,298.0,307.8,1386,57.3,147,0,0,0,0,0,0,1,9.800000000000011,8316.612558639,8423.1
L,298.2,308.1,1379,62.3,149,0,0,0,0,0,0,1,9.900000000000034,8996.652175633499,9282.699999999999
M,298.2,308.0,1577,35.9,151,0,0,0,0,0,0,1,9.800000000000011,5928.635625496499,5420.9
L,298.2,308.1,1532,42.5,154,0,0,0,0,0,0,1,9.900000000000034,6818.30324805,6545.0
M,298.1,308.0,1374,48.8,156,0,0,0,0,0,0,1,9.899999999999977,7021.585236456,7612.799999999999
H,298.1,308.0,1570,35.3,159,0,0,0,0,0,0,1,9.899999999999977,5803.673541854999,5612.7
L,298.1,308.0,1697,31.0,164,0,0,0,0,0,0,1,9.899999999999977,5508.992151285,5084.0
L,298.2,308.0,1499,44.1,166,0,0,0,0,0,0,1,9.800000000000011,6922.593652054501,7320.6
M,298.2,308.0,1411,47.2,168,0,0,0,0,0,0,1,9.800000000000011,6974.251907196,7929.6
H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,1,9.699999999999989,6966.062822355,7780.5
M,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,1,9.799999999999955,5268.178602687,5033.6
L,298.2,308.0,1535,38.0,179,0,0,0,0,0,0,1,9.800000000000011,6108.30330915,6802.0
H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,1,9.699999999999989,6198.645041788501,7185.700000000001
L,298.2,307.9,1551,36.0,186,0,0,0,0,0,0,1,9.699999999999989,5847.13224018,6696.0
L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0,1,9.699999999999989,5038.779507384,5113.599999999999
L,298.2,307.9,1551,34.1,190,0,0,0,0,0,0,1,9.699999999999989,5538.533594170501,6479.0
L,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,1,9.699999999999989,5076.981274008,6028.799999999999
L,298.2,307.8,1528,31.1,194,0,0,0,0,0,0,1,9.600000000000023,4976.366533404001,6033.400000000001
L,298.1,307.9,1614,35.8,196,0,0,0,0,0,0,1,9.799999999999955,6050.833107605999,7016.799999999999
L,298.1,307.8,1432,49.8,198,0,0,0,0,0,0,1,9.699999999999989,7467.942720167999,9860.4
M,298.1,307.8,1384,43.7,200,0,0,0,0,0,0,1,9.699999999999989,6333.534558204,8740.0
L,298.1,307.8,1540,37.8,203,0,0,0,0,0,0,1,9.699999999999989,6095.946378059999,7673.4
L,298.0,307.7,1407,43.9,205,0,0,0,0,0,0,1,9.699999999999989,6468.2565230115,8999.5
H,297.9,307.6,1418,43.0,207,0,0,0,0,0,0,1,9.700000000000045,6385.182341369999,8901.0
M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0,1,9.600000000000023,5312.181843738,6529.6
L,298.0,307.5,1644,32.8,215,0,0,0,0,0,0,1,9.5,5646.824292816,7051.999999999999
L,298.0,307.5,1792,27.9,217,0,0,0,0,0,0,1,9.5,5235.652646783999,6054.299999999999
M,297.9,307.4,1610,34.6,219,0,0,0,0,0,0,1,9.5,5833.51867203,7577.400000000001
M,297.8,307.3,1804,26.0,222,0,0,0,0,0,0,1,9.5,4911.77538852,5772.0
H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,0,9.5,6063.734581422,8122.5
M,297.9,307.4,1403,52.8,0,0,0,0,0,0,0,1,9.5,7757.471898792,0.0
L,297.8,307.3,1438,44.5,3,0,0,0,0,0,0,1,9.5,6701.121842205,133.5
L,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,1,9.400000000000034,5023.532311056,131.5
H,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,1,9.400000000000034,4998.074938615499,200.9
L,297.9,307.3,1502,36.7,12,0,0,0,0,0,0,1,9.400000000000034,5772.508942767,440.40000000000003
L,297.9,307.4,1606,35.5,14,0,0,0,0,0,0,1,9.5,5970.387391815,497.0
L,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,1,9.600000000000023,6162.7261658235,603.2
M,297.9,307.4,1435,42.9,18,0,0,0,0,0,0,1,9.5,6446.7051974324995,772.1999999999999
L,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,1,9.600000000000023,6425.248119633,804.3
M,298.1,307.6,1764,27.7,23,0,0,0,0,0,0,1,9.5,5116.900444614,637.1
H,298.0,307.5,1683,27.8,26,0,0,0,0,0,0,1,9.5,4899.565065087,722.8000000000001
L,298.0,307.5,1618,35.2,31,0,0,0,0,0,0,1,9.5,5964.167038368,1091.2
L,298.0,307.6,1509,41.6,33,0,0,0,0,0,0,1,9.600000000000023,6573.719788272,1372.8
L,297.9,307.6,1550,39.0,35,0,0,0,0,0,0,1,9.700000000000045,6330.30918975,1365.0
M,297.9,307.6,1519,44.0,37,0,0,0,0,0,0,1,9.700000000000045,6999.04954518,1628.0
L,297.9,307.6,1481,38.0,40,0,0,0,0,0,0,1,9.700000000000045,5893.418371889999,1520.0
L,298.1,307.7,1289,48.3,42,0,0,0,0,0,0,1,9.599999999999966,6519.7158106185,2028.6
M,298.0,307.6,1844,23.8,44,0,0,0,0,0,0,1,9.600000000000023,4595.856831636001,1047.2
L,298.0,307.7,1479,42.5,47,0,0,0,0,0,0,1,9.699999999999989,6582.4219999125,1997.5
L,298.0,307.7,1430,47.3,49,0,0,0,0,0,0,1,9.699999999999989,7083.139508445,2317.7
M,298.1,307.8,1636,36.7,51,0,0,0,0,0,0,1,9.699999999999989,6287.4997539060005,1871.7
M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,1,9.699999999999989,7035.5024918955005,2413.8
M,298.1,307.8,1608,32.6,57,0,0,0,0,0,0,1,9.699999999999989,5489.493332904,1858.2
L,298.2,307.8,1521,42.9,60,0,0,0,0,0,0,1,9.600000000000023,6833.0582615295,2574.0
L,298.2,307.8,1439,41.6,62,0,0,0,0,0,0,1,9.600000000000023,6268.775861712,2579.2000000000003
L,298.2,307.8,1627,31.5,64,0,0,0,0,0,0,1,9.600000000000023,5366.9398036275,2016.0
L,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,1,9.600000000000023,4780.3416240195,1722.6000000000001
L,298.2,307.8,1530,35.9,68,0,0,0,0,0,0,1,9.600000000000023,5751.941982885,2441.2
L,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,1,9.600000000000023,7279.2272496825,3591.0
L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,1,9.599999999999966,5489.8074921689995,2433.6
L,298.2,307.8,1515,46.7,74,0,0,0,0,0,0,1,9.600000000000023,7408.975026127499,3455.8
L,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,1,9.600000000000023,7064.059569084,3693.6
L,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,1,9.600000000000023,5742.936083955,2698.8
L,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,1,9.599999999999966,6012.7046448105,3016.0
L,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,1,9.400000000000034,7813.1932804275,4469.0
M,298.2,307.7,1681,31.0,84,0,0,0,0,0,0,1,9.5,5457.051152805,2604.0
L,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,1,9.5,6028.182224599499,3332.1
L,298.2,307.7,1459,44.5,89,0,0,0,0,0,0,1,9.5,6798.9824532525,3960.5
L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,1,9.5,5727.249064656,2948.4
M,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,1,9.5,4415.319974016001,2008.8000000000002
L,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,1,9.600000000000023,4228.2800196105,1910.3999999999999
M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,1,9.5,8010.2758593375,5145.0
M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,1,9.5,7346.802907584,5090.4
L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,1,9.5,4411.068351963,2298.4
M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,1,9.399999999999977,5603.218986833999,3540.3999999999996
L,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,1,9.399999999999977,7578.673389105,5384.599999999999
M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,1,9.399999999999977,6600.297662090999,4861.799999999999
M,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,1,9.5,7715.96098791,6315.599999999999
M,298.3,307.9,1485,42.0,117,0,0,0,0,0,0,1,9.599999999999966,6531.37111935,4914.0
H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,1,9.5,5020.2650547,3384.0
L,298.4,308.0,1515,42.8,125,0,0,0,0,0,0,1,9.600000000000023,6790.2383537099995,5350.0
M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,1,9.600000000000023,6161.626608396,4978.400000000001
L,298.4,308.0,1380,47.6,130,0,0,0,0,0,0,1,9.600000000000023,6878.83126644,6188.0
L,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,1,9.5,5804.574131748,4738.8
L,298.4,307.9,1743,27.3,134,0,0,0,0,0,0,1,9.5,4982.9743499445,3658.2000000000003
H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,1,9.5,4365.473370635999,2910.3999999999996
H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,1,9.399999999999977,7151.5215084599995,7642.200000000001
M,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,1,9.399999999999977,5684.60718042,4832.6
M,298.5,308.0,1363,49.2,149,0,0,0,0,0,0,1,9.5,7022.464882398001,7330.8
L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,1,9.5,7162.663690392001,7539.2
M,298.5,308.0,1713,25.8,154,0,0,0,0,0,0,1,9.5,4628.131460127,3973.2000000000003
M,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,1,9.5,7940.469670654499,8148.3
L,298.5,308.0,1624,29.8,160,0,0,0,0,0,0,1,9.5,5067.933487176,4768.0
L,298.4,308.0,1526,41.1,162,0,0,0,0,0,0,1,9.600000000000023,6567.876425943,6658.2
L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,1,9.5,3540.5958605009996,2328.7999999999997
H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,0,9.300000000000011,5295.531402693001,5162.6
L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,1,9.399999999999977,5578.295685143999,5779.799999999999
M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,1,9.400000000000034,5350.886265186,5466.8
L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,1,9.300000000000011,4189.3347427260005,3625.6000000000004
L,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,1,9.400000000000034,5812.197729912,6621.6
L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,1,9.300000000000011,7897.021444305,9234.0
M,298.0,307.4,1463,46.5,182,0,0,0,0,0,0,1,9.399999999999977,7124.032572772499,8463.0
L,298.0,307.3,1424,46.5,185,0,0,0,0,0,0,1,9.300000000000011,6934.12329708,8602.5
M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,1,9.299999999999955,8578.2548665065,11238.7
M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,1,9.299999999999955,7856.809058385,10678.0
L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,1,9.299999999999955,5708.399508756,6542.7
H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,1,9.399999999999977,5919.933413856001,6864.000000000001
L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,1,9.399999999999977,5837.121031602,6620.0
L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,1,9.5,4145.331501675,4100.6
H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,1,9.400000000000034,7430.49493578,9914.4
L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,0,9.400000000000034,4905.178043955,6479.0
H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,1,9.400000000000034,7687.749485913,0.0
L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,1,9.400000000000034,7420.693166711999,259.0
M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,1,9.399999999999977,4872.6835039785,189.70000000000002
M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,1,9.399999999999977,6589.80474264,414.0
M,298.3,307.8,1485,42.0,13,0,0,0,0,0,0,1,9.5,6531.37111935,546.0
L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,1,9.5,4812.836163995999,371.2
H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,1,9.5,5210.331410025,558.0
L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,1,9.5,6859.541887568999,1041.8999999999999
L,298.4,308.0,1508,47.9,25,0,0,0,0,0,0,1,9.600000000000023,7564.243006866,1197.5
L,298.5,308.0,1384,59.5,27,0,0,0,0,0,0,1,9.5,8623.46238474,1606.5
